threshold,active_frac,cv_auc,cv_ap,cv_bal_acc,cv_f1,cv_mcc,usable
5.5,0.29529536143782215,0.8258023890578393,0.711244913417194,0.7102229695699195,0.5917742579528816,0.47847615004760097,True
6.0,0.1622835998414167,0.8626970506758996,0.6330504765985016,0.7057400017882166,0.5465807730426164,0.49616486328460513,True
