R2,RMSE,MAE,n,scenario,model
0.4314545313759789,0.7143192954159878,0.5316092547551169,3837,baseline_full_reg_all_test,saved_full_reg
-3.853391758595203,1.3224553025239112,1.0739832913967777,405,baseline_full_reg_true_actives,saved_full_reg
0.18075478335939044,0.5433320017076917,0.38031916742249877,405,oracle_active_reg_true_actives,XGBoost
-1.0716016022270556,1.5287355865214918,1.2768808044908408,981,pipeline_active_reg_pred_actives,XGBoost
0.20023344196190662,0.5537543645690816,0.3965802715748866,282,pipeline_TP_only,XGBoost
-0.8948672257195516,1.3040648001083053,1.093362627461072,3837,hybrid_pipeline_all_test,XGBoost
