R2,RMSE,MAE,n,scenario
0.3173301301044871,0.7194160426964882,0.5863932255204392,122,ext_baseline_full_all
-12.895011390268726,0.6828083605113484,0.49456212705515884,14,ext_baseline_full_true_actives
0.065110485108968,0.1771126255119006,0.15629780858502876,14,ext_oracle_active_reg
-1.6161963822749543,0.8158765265100963,0.6547480863544967,34,ext_pipeline_pred_actives
